file,alpha,seed,energy,BB_mean_deg,BB_min_deg,BB_max_deg,BL_p50_deg,BL_mean_deg,LL_p50_deg,LL_mean_deg
MAP_N6_NB2_NL4_a1p6_s4_results_global.json,1.6,4,26.041213745849095,82.68661743202895,82.68661743202895,82.68661743202895,87.84570472848532,108.48506128548456,94.0514928618429,106.82996994710136
MAP_N6_NB2_NL4_a1p6_s5_results_global.json,1.6,5,26.041132560292148,83.08510461259674,83.08510461259674,83.08510461259674,87.73446819056093,108.45828694229914,94.0533620561776,106.83457961035009
MAP_N6_NB2_NL4_a1p75_s1_results_global.json,1.75,1,29.71488688967613,81.85392046629295,81.85392046629295,81.85392046629295,87.20032733683351,107.6693409257062,94.85063880603585,107.12950062115785
MAP_N6_NB2_NL4_a1p75_s2_results_global.json,1.75,2,29.714874230144552,82.17330968980218,82.17330968980218,82.17330968980218,87.12224844354725,107.67490914740713,94.75317925562678,107.13723807033722
MAP_N6_NB2_NL4_a1p75_s3_results_global.json,1.75,3,29.714855455067124,81.98795045969926,81.98795045969926,81.98795045969926,87.24661653611952,107.71628661278054,94.81462312021782,107.11223710325915
MAP_N6_NB2_NL4_a1p75_s4_results_global.json,1.75,4,29.714911921584445,81.92078341765387,81.92078341765387,81.92078341765387,87.14810202012336,107.7129864459178,94.8282545278785,107.11527017321653
MAP_N6_NB2_NL4_a1p75_s5_results_global.json,1.75,5,29.714905757552852,81.79299480856216,81.79299480856216,81.79299480856216,87.3665048530126,107.72757862810623,94.82307090809992,107.10477741074963
MAP_N6_NB2_NL4_a1p7_s1_results_global.json,1.7,1,28.466526902874214,82.23967370885303,82.23967370885303,82.23967370885303,87.41596320293523,107.94345283006015,94.59614333417366,107.03097323166207
MAP_N6_NB2_NL4_a1p7_s2_results_global.json,1.7,2,28.466521350343363,82.27488750850532,82.27488750850532,82.27488750850532,87.47298874795919,107.96570752769887,94.51696589041825,107.02087445827321
MAP_N6_NB2_NL4_a1p7_s3_results_global.json,1.7,3,28.466567715547825,82.33965784263128,82.33965784263128,82.33965784263128,87.3921263718215,107.95277634918406,94.58645038034214,107.03156945359535
MAP_N6_NB2_NL4_a1p7_s4_results_global.json,1.7,4,28.466611820402832,82.18225002001351,82.18225002001351,82.18225002001351,87.42123300319524,107.9822644489862,94.58179635985474,107.01415090340691
MAP_N6_NB2_NL4_a1p7_s5_results_global.json,1.7,5,28.466530980371594,82.1322960697573,82.1322960697573,82.1322960697573,87.37457536033918,107.92582599719685,94.53154655501902,107.04027350171077
MAP_N6_NB2_NL4_a1p85_s1_results_global.json,1.85,1,32.28245350806323,81.49887417909834,81.49887417909834,81.49887417909834,86.88746184890009,107.2688043950249,95.22517391657595,107.27441732679434
MAP_N6_NB2_NL4_a1p85_s2_results_global.json,1.85,2,32.28247574765717,81.0145494806444,81.0145494806444,81.0145494806444,87.03069995068202,107.24093019642274,95.15967895597996,107.2867059352825
MAP_N6_NB2_NL4_a1p85_s3_results_global.json,1.85,3,32.28252283631451,81.42587649762812,81.42587649762812,81.42587649762812,86.92076939801555,107.2418927810173,95.33477618569489,107.27440627617511
MAP_N6_NB2_NL4_a1p85_s4_results_global.json,1.85,4,32.282514177787995,81.39583982130137,81.39583982130137,81.39583982130137,86.99583608848583,107.27197988847688,95.23586651984799,107.27110292514277
MAP_N6_NB2_NL4_a1p85_s5_results_global.json,1.85,5,32.282527571526096,81.47795128226379,81.47795128226379,81.47795128226379,86.83194193790371,107.19576143458771,95.22787206532685,107.30678594855256
MAP_N6_NB2_NL4_a1p8_s1_results_global.json,1.8,1,30.98685814788968,81.54178803541659,81.54178803541659,81.54178803541659,87.15039231674959,107.50523175554062,94.99532558095152,107.19383267483359
MAP_N6_NB2_NL4_a1p8_s2_results_global.json,1.8,2,30.98686965357787,81.77190767391606,81.77190767391606,81.77190767391606,87.15876308578689,107.53790260685574,95.05400725243373,107.16447644459544
MAP_N6_NB2_NL4_a1p8_s3_results_global.json,1.8,3,30.98683198800502,81.7672453035602,81.7672453035602,81.7672453035602,87.14238999946457,107.49669336854899,95.02380156792054,107.19051724154609
MAP_N6_NB2_NL4_a1p8_s4_results_global.json,1.8,4,30.986814671232374,81.5874249455279,81.5874249455279,81.5874249455279,87.01246134766987,107.48475499046188,94.95595167569701,107.20102708080691
MAP_N6_NB2_NL4_a1p8_s5_results_global.json,1.8,5,30.986854859489394,81.44814808901083,81.44814808901083,81.44814808901083,87.17505323918768,107.51894625136619,94.86988098298484,107.19231609086584
